order_id,ship_date,ship_mode,customer_id,postal_code,date_id,delais_livraison
CA-2018-124401,2018-09-12,standard class,RD-19900,97206,171,5
CA-2015-123295,2015-07-18,same day,AH-10120,85705,577,0
CA-2018-167101,2018-03-28,second class,BM-11650,10009,578,4
US-2015-167633,2015-10-05,standard class,BW-11200,33437,498,5
US-2015-152723,2015-09-26,same day,HG-14965,75150,579,0
CA-2016-164882,2016-10-31,same day,SG-20080,92374,67,0
CA-2018-155460,2018-04-15,first class,RW-19630,98105,580,2
US-2018-168690,2018-01-13,standard class,TS-21085,32174,581,6
CA-2018-167381,2018-09-24,second class,EH-14005,48911,496,2
CA-2018-144862,2018-12-05,standard class,EH-14005,19143,71,4
CA-2015-126032,2015-06-28,standard class,BS-11665,19143,582,5
CA-2016-134859,2016-10-09,standard class,JK-16120,19134,199,5
US-2015-114188,2015-05-22,second class,RF-19345,3820,583,2
CA-2016-122210,2016-12-04,standard class,WB-21850,19134,584,4
CA-2016-156377,2017-01-05,standard class,TB-21625,75051,530,5
US-2018-157896,2018-11-16,same day,CB-12415,10009,585,0
CA-2015-159520,2015-06-11,standard class,GT-14635,11561,483,5
CA-2017-155481,2017-09-05,standard class,DK-13225,19140,112,4
US-2017-152051,2017-06-29,standard class,TS-21160,17403,586,4
CA-2015-141607,2015-12-17,standard class,WB-21850,94521,367,5
CA-2018-102771,2018-04-05,standard class,DO-13435,10035,149,5
US-2018-139969,2018-11-26,standard class,AF-10870,77840,95,7
CA-2015-167360,2015-11-29,second class,RB-19435,63116,123,5
CA-2016-123505,2016-11-26,standard class,AR-10540,2169,7,4
CA-2017-117282,2017-07-18,standard class,DR-12880,10009,176,4
US-2017-120460,2017-05-05,standard class,BF-11170,75081,477,5
CA-2017-111115,2017-07-27,second class,LB-16735,90032,160,2
CA-2015-124646,2015-06-24,first class,DV-13465,55407,135,2
CA-2018-148166,2018-10-26,standard class,NK-18490,32725,509,5
CA-2017-101938,2017-01-12,standard class,DW-13480,94601,587,5
CA-2018-166296,2018-03-19,standard class,KF-16285,95336,588,6
CA-2017-154018,2017-10-19,standard class,HA-14920,78041,47,6
CA-2018-117870,2018-01-30,second class,JH-15820,44240,589,3
CA-2015-152296,2015-08-03,first class,IL-15100,94122,511,2
CA-2017-112025,2017-08-04,standard class,LS-16975,77070,590,5
CA-2016-132507,2016-08-03,second class,CC-12610,77041,89,4
CA-2017-125738,2017-10-21,standard class,PB-18805,84106,591,6
CA-2017-128818,2017-05-11,standard class,CJ-12010,10009,592,4
CA-2018-124576,2018-08-04,second class,HK-14890,93905,314,3
CA-2017-101378,2017-07-14,same day,RH-19600,35810,176,0
CA-2018-143063,2018-08-15,standard class,IL-15100,47201,593,5
CA-2017-118913,2017-06-29,standard class,AS-10240,90049,586,4
CA-2017-128412,2017-12-17,standard class,AP-10915,98105,83,7
CA-2017-136483,2017-12-06,standard class,AG-10390,37918,38,5
CA-2015-163013,2015-12-04,standard class,BF-11080,36116,594,6
CA-2016-135363,2016-04-02,standard class,CK-12205,19120,213,5
US-2015-165659,2015-06-06,standard class,LT-17110,72209,82,5
CA-2016-138002,2016-09-12,standard class,BT-11305,98103,595,6
US-2015-103905,2015-07-20,standard class,AW-10930,60505,596,6
CA-2016-129854,2016-08-26,standard class,RB-19705,10009,597,4
CA-2015-125556,2015-11-16,second class,ML-17410,6824,598,2
CA-2017-162313,2017-11-30,first class,VB-21745,48146,492,3
CA-2018-107874,2018-11-25,standard class,SW-20275,10035,519,4
CA-2018-129378,2018-10-02,first class,NS-18505,95123,136,1
CA-2015-151953,2015-09-25,standard class,DB-13555,32216,239,5
CA-2018-130841,2018-08-01,standard class,MH-17620,94110,599,4
CA-2016-131884,2016-12-06,same day,DK-13375,43302,335,0
CA-2018-121909,2018-08-05,standard class,EA-14035,19134,600,5
CA-2018-130771,2018-08-03,standard class,LA-16780,78745,482,5
CA-2015-128055,2015-04-05,standard class,AA-10315,94122,601,5
CA-2018-157091,2018-07-01,standard class,DB-13405,46350,274,5
CA-2018-132122,2018-07-14,standard class,JH-15820,60610,302,5
CA-2016-123232,2016-12-16,second class,DJ-13630,97206,548,2
CA-2016-145849,2016-09-17,second class,CT-11995,46203,360,2
CA-2017-122322,2017-07-21,standard class,RH-19510,84604,602,6
CA-2018-166849,2018-04-26,standard class,SJ-20125,60610,603,6
CA-2017-146633,2017-11-17,second class,TG-21310,90049,533,2
US-2017-126893,2017-12-01,standard class,CT-11995,19134,416,5
CA-2018-103380,2018-11-25,standard class,BF-11005,91104,519,4
CA-2016-116092,2016-02-18,second class,JM-16195,90004,497,3
CA-2017-117849,2017-04-17,second class,JK-16120,92105,137,2
CA-2016-169201,2016-10-01,first class,HG-14965,94110,604,3
CA-2017-164091,2017-09-22,standard class,LA-16780,4401,31,5
CA-2016-117611,2016-11-10,second class,MZ-17335,92024,535,2
US-2016-137960,2016-12-18,same day,MW-18220,10035,605,0
CA-2017-131065,2017-11-16,second class,AA-10375,30318,606,2
CA-2018-149146,2018-10-12,same day,SM-20320,28110,607,0
CA-2018-137470,2018-09-17,same day,TP-21415,98115,608,0
CA-2018-105480,2018-12-26,standard class,DK-13225,14609,609,6
CA-2018-164917,2018-12-07,standard class,MK-17905,33180,487,5
CA-2016-102036,2016-09-27,standard class,CS-12130,98105,408,6
CA-2016-142944,2016-03-11,standard class,JL-15850,94122,610,5
CA-2015-157882,2015-10-08,second class,AR-10405,90036,611,5
CA-2015-104283,2015-07-01,standard class,LM-17065,38671,612,4
CA-2018-142622,2018-11-02,first class,JK-15625,98115,429,3
CA-2016-153108,2016-03-09,standard class,SF-20200,47362,525,4
CA-2017-112676,2017-05-08,first class,PJ-18835,37130,394,3
CA-2018-165687,2018-11-23,standard class,CS-12355,24153,613,6
CA-2018-143343,2018-06-13,first class,BW-11200,90032,157,3
CA-2016-149342,2016-04-25,standard class,TS-21160,31907,614,5
CA-2016-130995,2016-11-06,standard class,QJ-19255,10009,462,5
CA-2016-113145,2016-11-05,standard class,VD-21670,10011,462,4
CA-2015-162362,2015-11-18,standard class,JL-15505,48640,598,4
CA-2017-106558,2017-01-21,standard class,DL-13495,31907,269,4
CA-2018-157931,2018-09-22,second class,MO-17800,30076,608,5
CA-2016-160794,2016-08-08,first class,MS-17980,77041,615,2
CA-2018-116225,2018-11-09,standard class,SV-20935,10009,290,4
US-2018-120418,2018-06-12,first class,BC-11125,85345,616,1
CA-2018-122035,2018-07-25,standard class,EM-13825,57103,617,5
CA-2016-117828,2016-12-26,first class,BD-11500,23223,618,3
CA-2018-165491,2018-03-24,standard class,HW-14935,98115,619,4
CA-2016-109470,2017-01-03,second class,KC-16255,42420,530,3
CA-2016-105102,2016-09-19,second class,BM-11575,10035,360,4
CA-2018-138422,2018-09-26,first class,KN-16705,80525,330,3
CA-2018-169285,2018-03-25,standard class,RW-19690,47905,620,4
CA-2015-140886,2015-10-04,standard class,KW-16570,37042,498,4
CA-2018-152695,2018-12-10,same day,CC-12220,6824,323,0
CA-2015-110639,2015-08-23,same day,RH-19495,10009,621,0
CA-2015-121727,2015-08-24,standard class,JK-15625,43229,622,5
CA-2017-137736,2017-11-15,standard class,DC-13285,31088,276,5
US-2015-143231,2016-01-03,first class,GM-14455,2038,555,3
CA-2017-119025,2017-02-28,standard class,PV-18985,53209,623,6
CA-2017-159373,2017-03-18,standard class,LT-17110,78207,49,5
CA-2018-109701,2018-12-03,same day,AM-10360,90032,487,1
CA-2016-111514,2016-09-02,first class,SC-20260,94122,230,2
US-2015-148838,2015-03-21,standard class,CP-12340,10024,391,4
CA-2018-136497,2018-04-20,standard class,RF-19840,43229,434,4
US-2017-108637,2017-03-18,standard class,AB-10060,22980,49,5
CA-2018-123659,2018-02-13,first class,MN-17935,20735,624,3
CA-2018-155152,2018-07-09,second class,MP-17965,2886,370,2
CA-2017-159940,2017-07-11,second class,BF-11020,60505,221,4
CA-2018-119669,2018-01-30,standard class,TP-21130,30080,625,6
US-2015-164616,2015-08-21,second class,MS-17770,43229,622,2
CA-2017-118052,2017-05-10,standard class,BE-11455,44052,626,4
US-2018-117534,2018-03-26,first class,CV-12295,93727,522,1
CA-2016-145065,2016-12-15,first class,DK-13375,92105,627,3
US-2016-127040,2016-12-10,standard class,SG-20605,10009,335,4
CA-2017-128111,2017-03-23,standard class,CS-12355,2148,628,6
CA-2016-137897,2016-11-19,standard class,PJ-18835,10035,629,5
CA-2018-169264,2018-08-16,second class,NP-18700,94109,630,2
CA-2018-147361,2018-09-15,standard class,SB-20290,29501,362,6
CA-2018-145877,2018-04-04,second class,AS-10090,65807,631,3
CA-2018-108574,2018-10-11,standard class,MG-18145,90045,476,4
CA-2018-144589,2018-01-25,standard class,TM-21010,94122,140,5
CA-2018-155985,2018-03-25,first class,BE-11335,94122,632,2
CA-2016-142041,2016-06-09,second class,EM-13810,90036,633,2
CA-2015-151295,2015-11-16,standard class,JA-15970,90045,634,4
CA-2016-146087,2016-07-11,standard class,PP-18955,1040,316,5
CA-2018-168655,2018-10-18,standard class,ML-18040,87105,607,6
CA-2018-159597,2018-11-14,standard class,MC-17590,92236,34,5
CA-2017-155551,2017-04-23,standard class,CR-12580,60126,635,5
US-2018-147669,2018-12-30,standard class,SV-20935,45014,42,5
CA-2017-169922,2017-06-17,standard class,MZ-17515,76017,636,6
CA-2018-100748,2018-05-20,standard class,RB-19795,94110,637,7
CA-2018-129805,2019-01-02,standard class,HM-14860,98103,184,5
US-2018-112613,2018-06-01,standard class,JH-15910,77070,28,4
CA-2016-154746,2016-11-17,first class,PJ-18835,22153,629,3
CA-2015-164210,2015-11-20,second class,PW-19240,80027,638,2
CA-2017-146934,2017-05-27,standard class,AF-10870,7055,639,5
CA-2017-119165,2017-11-06,standard class,BD-11320,19143,640,6
CA-2016-128027,2016-09-17,second class,CM-12385,29406,504,3
CA-2017-140207,2017-11-10,standard class,CS-12400,95123,641,5
CA-2018-140949,2018-03-22,second class,DB-13405,10011,238,5
CA-2016-142419,2016-07-13,second class,SC-20380,98115,565,2
CA-2018-148691,2018-12-09,standard class,CS-12460,10009,642,6
CA-2018-128755,2018-05-08,standard class,MK-18160,23602,393,4
US-2017-135923,2017-01-28,standard class,CM-11935,28314,88,6
CA-2017-114972,2017-11-06,first class,PF-19225,90032,185,3
CA-2015-145212,2015-09-19,standard class,DC-12850,10011,78,6
CA-2018-141992,2018-06-25,standard class,FO-14305,75220,204,6
CA-2018-126067,2018-09-03,standard class,KN-16705,98105,643,6
CA-2016-104514,2016-01-04,second class,CB-12535,19711,73,2
CA-2016-141040,2016-10-13,second class,TB-21250,10024,644,4
CA-2015-113579,2015-12-15,second class,KD-16345,90049,645,2
CA-2017-146206,2017-09-14,second class,KT-16480,77095,458,4
CA-2016-122371,2016-10-01,standard class,BS-11800,92037,92,5
CA-2017-126935,2017-05-24,standard class,BT-11395,94109,478,5
CA-2018-131618,2018-06-20,first class,LS-17200,60076,35,3
CA-2017-149482,2017-11-19,standard class,RR-19315,94110,606,5
CA-2015-143917,2015-07-27,second class,KL-16645,94122,646,2
CA-2016-120397,2016-07-02,same day,RB-19435,77070,647,0
CA-2018-163902,2018-03-08,standard class,MY-17380,90045,491,6
CA-2016-102722,2016-04-19,first class,KW-16570,71203,18,1
CA-2017-124506,2017-11-17,standard class,BB-11545,60623,494,6
CA-2015-106572,2015-09-10,standard class,NP-18700,43402,648,5
CA-2018-123134,2018-05-07,standard class,DW-13585,7090,649,5
CA-2017-124352,2017-10-21,standard class,CD-12790,73120,591,6
CA-2016-124541,2016-04-10,standard class,TT-21220,77041,650,4
CA-2015-108707,2015-10-29,standard class,DB-12910,33311,651,5
CA-2015-111500,2015-08-21,standard class,DJ-13510,72209,563,4
CA-2016-143238,2016-09-08,first class,LO-17170,92253,595,2
CA-2016-168746,2016-01-29,second class,SV-20365,44105,652,2
CA-2017-144792,2017-05-04,standard class,KD-16615,85254,477,4
CA-2015-164385,2015-10-01,second class,NB-18580,19134,579,5
US-2017-114174,2017-09-14,standard class,AP-10720,2148,129,6
CA-2018-108070,2018-04-20,standard class,JE-15745,95123,434,4
US-2016-128090,2016-08-22,standard class,JM-15865,85023,653,6
CA-2018-101042,2018-11-23,standard class,AB-10105,42420,95,4
CA-2017-155439,2017-09-18,standard class,PN-18775,29203,654,4
CA-2016-111458,2016-09-30,standard class,PF-19165,10035,92,4
US-2017-126844,2017-10-14,standard class,BW-11110,77070,655,6
CA-2016-147788,2016-06-04,standard class,TM-21010,84057,50,4
CA-2016-144288,2016-12-31,standard class,MB-17305,37211,656,6
CA-2016-110632,2016-03-22,second class,HR-14830,10009,657,5
CA-2018-109589,2018-12-24,first class,BD-11635,42104,164,3
CA-2018-123967,2018-11-03,second class,SF-20200,98226,658,2
CA-2018-134404,2018-12-27,same day,DR-12880,43055,659,0
CA-2018-145128,2018-07-14,standard class,SM-20320,47905,302,5
CA-2015-129091,2015-11-27,standard class,RA-19885,31907,660,5
US-2015-155502,2015-01-31,standard class,SD-20485,22304,661,5
CA-2018-131695,2018-07-06,standard class,RA-19285,10024,127,6
CA-2017-137729,2017-05-09,standard class,BF-11005,90004,394,4
CA-2018-128300,2018-11-26,second class,RS-19765,29483,179,2
CA-2018-149048,2018-05-17,standard class,BM-11650,47201,637,4
CA-2018-108553,2018-04-29,standard class,SK-19990,10024,662,6
CA-2017-165848,2017-06-04,same day,EN-13780,10035,81,0
CA-2015-112718,2015-12-21,standard class,KN-16450,32216,663,5
CA-2017-154053,2017-03-10,standard class,MG-17890,92024,664,6
CA-2015-127446,2015-11-30,standard class,MC-17590,76017,550,5
CA-2015-147298,2015-05-03,standard class,AG-10300,90049,665,7
CA-2018-147942,2018-04-05,standard class,MS-17365,94110,631,4
CA-2018-115931,2018-12-26,standard class,JM-15655,88220,529,4
CA-2015-164861,2015-12-06,second class,MC-17635,63116,549,3
CA-2018-127180,2018-10-24,first class,TA-21385,10024,666,2
US-2018-165344,2018-11-15,first class,SB-20290,45503,27,2
CA-2016-168186,2016-09-15,standard class,AB-10150,74133,187,5
US-2018-110604,2018-05-20,standard class,JF-15295,98103,296,5
CA-2016-116750,2016-07-10,second class,BF-10975,28314,667,5
CA-2016-162369,2016-08-19,standard class,TT-21265,90045,668,4
CA-2018-108441,2018-06-18,standard class,SB-20170,10035,417,6
CA-2016-169740,2016-02-25,standard class,LM-17065,71901,669,5
CA-2017-124051,2017-12-30,first class,KA-16525,60505,670,1
CA-2017-149111,2017-04-21,second class,BF-11170,27604,671,4
CA-2015-131002,2015-09-12,second class,TB-21400,74133,468,5
US-2017-146794,2017-10-01,standard class,SH-19975,92345,145,5
CA-2018-112515,2018-09-21,second class,AS-10225,84604,608,4
CA-2017-150343,2017-08-20,standard class,PK-19075,94110,672,4
CA-2018-159604,2018-04-15,first class,CL-12700,65807,289,1
CA-2017-164784,2017-05-04,first class,HF-14995,38109,673,3
CA-2017-111794,2017-10-01,same day,HG-15025,79109,371,0
US-2016-139759,2016-08-30,standard class,NL-18310,90045,674,5
CA-2015-126403,2015-09-12,second class,RR-19525,1852,278,3
CA-2018-136875,2018-12-03,same day,TC-21295,92024,642,0
CA-2018-132185,2018-12-02,standard class,DB-13615,28806,284,5
CA-2018-127026,2018-01-27,standard class,MH-18115,49201,223,6
CA-2018-137085,2018-07-06,standard class,CT-11995,90004,351,7
CA-2017-133123,2017-09-11,standard class,KB-16315,27360,36,5
US-2017-128195,2017-08-05,first class,RA-19285,61604,489,1
CA-2015-123064,2015-07-02,first class,RA-19915,60653,406,2
CA-2018-156412,2018-12-08,standard class,CM-12160,19134,675,4
US-2017-144211,2017-09-02,standard class,CS-12130,80112,676,5
CA-2017-161662,2017-02-09,first class,BE-11410,43130,480,2
CA-2015-145317,2015-03-23,standard class,SM-20320,32216,677,5
CA-2015-143413,2015-05-30,standard class,RP-19390,21215,678,6
CA-2018-156818,2018-07-13,second class,JD-16015,10009,422,2
CA-2018-155873,2018-06-21,standard class,AB-10255,88220,253,5
US-2016-120572,2016-12-15,standard class,GH-14425,32216,557,4
CA-2018-132430,2018-10-11,first class,CP-12085,44107,383,2
CA-2018-146031,2018-08-01,second class,GM-14440,12180,482,3
CA-2015-110100,2015-04-29,standard class,LC-16885,28403,485,4
CA-2016-103723,2016-12-06,standard class,BT-11305,98105,419,5
CA-2015-127187,2015-12-08,standard class,CP-12085,10024,679,4
CA-2018-128475,2018-09-01,standard class,SC-20680,31907,680,6
CA-2015-100006,2015-09-13,standard class,DK-13375,10024,468,6
CA-2015-110030,2015-12-08,second class,LF-17185,77095,681,2
CA-2015-121286,2015-11-08,second class,ON-18715,27511,100,4
CA-2017-164735,2017-04-19,second class,TB-21400,22304,133,5
CA-2015-153479,2015-10-08,standard class,DF-13135,94591,682,4
CA-2018-149888,2018-11-13,standard class,EP-13915,19120,569,6
CA-2018-119193,2018-12-24,first class,SK-19990,43615,529,2
CA-2018-104801,2018-02-19,standard class,FH-14350,98105,683,6
CA-2015-107594,2015-07-06,standard class,EH-13945,7060,684,4
CA-2016-129770,2016-02-23,second class,JE-15715,88001,685,2
CA-2016-115798,2016-11-19,standard class,KL-16645,19711,39,6
CA-2018-122707,2018-04-18,first class,EB-13750,35244,434,2
CA-2017-165015,2017-02-27,second class,BD-11725,43055,686,2
CA-2016-140144,2016-06-25,second class,SC-20770,94122,687,5
CA-2018-163321,2018-08-11,second class,FM-14380,28540,688,4
US-2016-165449,2016-11-26,standard class,AP-10720,75034,7,4
CA-2016-110247,2016-12-08,standard class,RH-19555,32303,689,4
CA-2015-154669,2015-08-11,second class,TM-21010,95687,191,3
CA-2015-158029,2015-05-30,standard class,HF-14995,90008,455,4
CA-2016-155306,2016-04-21,standard class,GA-14515,94122,690,4
CA-2017-127775,2017-06-13,second class,ES-14020,10035,636,2
CA-2017-146171,2017-03-15,standard class,JP-16135,31907,16,4
CA-2018-126536,2018-10-14,first class,NK-18490,94110,607,2
CA-2018-165757,2018-06-28,standard class,PL-18925,19140,691,6
CA-2018-167752,2018-01-18,first class,RW-19690,19134,692,3
US-2016-122140,2016-04-07,standard class,MO-17950,75220,693,5
CA-2017-163986,2017-09-10,standard class,JJ-15445,53186,265,7
CA-2018-158967,2018-12-12,first class,BT-11680,33311,323,2
CA-2017-131576,2017-11-26,standard class,RD-19585,48205,376,4
CA-2018-143455,2018-11-18,standard class,ML-17755,45503,281,7
CA-2016-127019,2016-12-25,standard class,ER-13855,80906,315,4
CA-2018-108322,2018-05-05,standard class,SS-20140,33068,465,5
CA-2018-167668,2018-05-08,first class,TC-21295,10035,545,2
CA-2017-139878,2017-11-16,standard class,LD-17005,48234,494,5
US-2017-106677,2017-11-10,standard class,AS-10285,19134,641,5
CA-2017-116974,2017-10-15,standard class,MP-17965,45373,694,6
CA-2016-149972,2016-09-23,first class,CD-12790,90036,408,2
US-2015-117744,2015-12-06,standard class,MD-17860,78415,217,4
CA-2015-125514,2015-09-22,first class,BM-11650,68104,125,1
CA-2015-154599,2015-04-17,standard class,KN-16450,90278,695,5
CA-2018-158743,2018-10-27,standard class,IG-15085,72209,143,7
US-2016-110163,2016-11-04,first class,GA-14725,97301,462,3
CA-2018-143329,2018-11-08,standard class,DL-13330,88001,103,5
CA-2016-159380,2016-05-16,standard class,CS-12505,94122,696,4
CA-2016-148635,2016-07-27,second class,MH-18025,98115,328,2
CA-2016-135685,2016-11-18,second class,MP-18175,53209,697,2
CA-2016-104626,2016-09-08,standard class,DR-12940,2038,106,7
CA-2017-160500,2017-05-08,first class,DM-13015,92024,394,3
CA-2017-100202,2018-01-05,standard class,BD-11620,92804,348,5
CA-2018-131016,2018-09-20,first class,DC-12850,76017,48,2
US-2015-112914,2015-09-30,standard class,MT-18070,77041,698,5
CA-2017-124149,2017-04-26,first class,MJ-17740,43130,102,3
CA-2015-148915,2015-11-05,standard class,ND-18370,97206,244,4
CA-2018-134649,2018-01-31,second class,CA-11965,35244,699,5
CA-2018-110842,2018-11-16,standard class,GA-14725,90036,281,5
US-2016-104185,2016-09-08,second class,JB-15400,10009,26,5
US-2018-135062,2018-09-04,second class,RL-19615,28314,436,4
CA-2018-135650,2018-03-27,standard class,AC-10660,77340,632,4
CA-2018-112865,2018-05-22,standard class,BH-11710,19140,700,4
CA-2018-138163,2018-11-20,first class,XP-21865,2149,613,3
CA-2017-123617,2017-12-03,standard class,AJ-10780,32137,63,5
US-2017-128293,2017-06-05,first class,KC-16255,19120,701,3
CA-2018-169810,2018-07-31,standard class,RB-19360,57103,702,6
CA-2017-154690,2017-08-17,second class,CC-12370,28314,200,2
CA-2018-138975,2018-05-23,standard class,SC-20380,30318,198,4
CA-2018-106537,2018-08-17,standard class,RH-19495,32839,703,5
US-2018-103828,2018-08-13,same day,JK-15370,94122,704,0
CA-2017-115588,2017-11-12,second class,AF-10885,43615,276,2
CA-2018-143861,2018-06-19,standard class,LC-16885,33710,417,7
CA-2015-148040,2015-03-26,standard class,BF-11275,85705,490,4
US-2018-102638,2018-12-31,first class,MC-17845,10035,523,2
US-2017-167339,2017-01-23,second class,TD-20995,92037,705,2
CA-2017-152072,2017-01-19,standard class,Dp-13240,7090,706,4
CA-2017-102932,2017-09-23,second class,SD-20485,7050,206,4
CA-2015-165540,2015-02-25,standard class,TM-21010,60098,707,4
CA-2017-164483,2017-02-03,standard class,JF-15490,94122,708,4
US-2017-159856,2017-10-22,standard class,EP-13915,85281,709,4
CA-2018-102099,2018-12-19,first class,EP-13915,90008,339,1
CA-2015-142727,2015-05-01,second class,HG-14845,70601,272,2
CA-2018-139913,2018-10-29,standard class,JC-16105,14609,710,6
CA-2015-169033,2015-04-03,standard class,KM-16720,11561,711,4
US-2016-114839,2016-04-30,standard class,PW-19240,77036,24,4
CA-2016-166464,2016-09-17,standard class,PG-18895,10035,712,5
CA-2018-124898,2018-09-15,standard class,DB-12910,31907,713,4
CA-2017-164035,2017-06-17,standard class,CR-12730,60610,2,5
CA-2018-121615,2018-11-09,standard class,DL-12925,55122,103,6
CA-2018-166415,2018-02-23,standard class,ME-17725,98103,714,4
CA-2015-113929,2015-06-21,standard class,CK-12205,11550,715,5
CA-2016-134747,2016-10-17,second class,DL-12925,46060,66,5
CA-2017-160129,2017-11-23,same day,LS-17200,19140,716,0
CA-2018-164329,2018-01-30,same day,MM-17920,94109,234,0
US-2016-141453,2016-12-03,second class,DB-13270,78745,584,3
CA-2015-156993,2015-07-04,standard class,RW-19630,48234,249,6
CA-2018-158106,2018-06-10,standard class,CT-11995,55124,334,6
CA-2016-168564,2016-08-08,same day,TT-21220,94109,717,0
US-2017-169040,2017-12-12,standard class,GT-14710,98105,345,6
CA-2018-155880,2018-03-31,standard class,JD-16150,53209,522,6
CA-2017-166443,2017-11-05,first class,LH-17020,94122,718,1
CA-2018-134915,2018-11-12,same day,EM-14140,85301,80,0
CA-2017-153353,2017-08-24,standard class,GG-14650,10035,242,6
CA-2018-168900,2018-05-09,standard class,SH-20395,45503,393,5
CA-2016-158456,2016-12-29,standard class,KT-16465,90032,75,5
CA-2018-143665,2018-05-01,standard class,PO-19180,98115,719,5
CA-2018-137428,2018-12-21,second class,AY-10555,92054,720,5
CA-2015-162866,2015-12-31,standard class,Co-12640,60076,356,4
CA-2018-167941,2018-11-09,second class,JF-15565,28314,33,3
CA-2018-111808,2018-12-20,standard class,AR-10510,74133,720,4
CA-2016-137512,2016-05-12,standard class,AG-10675,75002,721,5
CA-2018-134607,2018-10-08,second class,HL-15040,14609,722,5
CA-2016-139850,2016-06-17,standard class,GB-14575,19134,723,5
CA-2015-131310,2015-07-18,standard class,CL-12565,98115,107,6
US-2015-112872,2015-12-11,second class,RC-19960,97477,681,5
CA-2017-139269,2017-05-30,standard class,JB-16045,31907,724,5
CA-2017-139010,2017-02-26,second class,MC-17635,90032,725,5
CA-2017-134376,2017-10-06,standard class,TT-21265,10024,726,4
CA-2017-112893,2017-09-13,second class,AT-10735,95207,307,4
US-2015-150532,2015-07-21,standard class,PB-19150,85023,596,7
CA-2015-138317,2015-06-25,standard class,NW-18400,19120,212,4
CA-2016-130610,2016-07-10,standard class,VP-21730,48310,667,5
CA-2017-131499,2017-09-10,first class,MG-17875,10011,129,2
CA-2015-148761,2015-05-21,standard class,PA-19060,54703,727,4
CA-2015-130729,2015-10-29,standard class,AA-10375,91730,651,5
CA-2017-115525,2017-07-29,standard class,RR-19525,43615,160,4
CA-2018-134845,2018-04-23,standard class,SR-20425,80027,728,6
US-2017-160528,2017-08-30,standard class,MH-18115,78577,729,7
CA-2016-123568,2016-11-14,standard class,SC-20095,84084,535,6
CA-2016-164441,2016-11-13,standard class,AC-10450,10011,535,5
CA-2018-116855,2018-12-21,standard class,AI-10855,23320,70,4
US-2017-164189,2017-03-28,standard class,DR-12880,97030,730,4
CA-2016-168480,2016-09-27,standard class,DM-12955,48146,408,6
US-2017-114293,2017-11-26,standard class,JH-16180,97030,731,5
CA-2018-134173,2018-09-21,standard class,AB-10060,19143,90,5
US-2016-123960,2016-06-16,standard class,BD-11605,71203,732,5
CA-2018-149559,2018-09-12,same day,KF-16285,90805,713,1
CA-2018-125290,2018-11-10,second class,CC-12430,55407,33,4
CA-2015-137351,2015-10-04,standard class,DB-13615,98105,498,4
CA-2018-121419,2018-04-04,first class,TC-21475,31907,389,2
US-2018-148054,2018-10-11,standard class,NZ-18565,83642,733,5
CA-2017-128517,2017-04-14,second class,SW-20350,48227,734,5
CA-2018-131492,2018-10-24,second class,HH-15010,94110,13,5
CA-2017-144554,2017-11-12,standard class,DM-13345,43055,57,5
CA-2016-145184,2016-11-29,first class,JD-16150,19711,121,2
CA-2018-106859,2018-03-18,second class,BF-11215,87105,588,5
CA-2015-119375,2015-11-22,standard class,YC-21895,19711,574,5
CA-2017-125206,2017-01-05,first class,LR-16915,90045,735,2
CA-2015-143903,2015-07-24,standard class,KM-16375,75217,736,4
CA-2015-104780,2015-05-25,standard class,BT-11530,92037,737,4
CA-2018-101182,2018-09-05,first class,KB-16405,92307,431,1
US-2018-132297,2018-06-02,standard class,DW-13480,40214,738,6
CA-2018-118773,2018-02-14,standard class,TP-21415,77070,739,5
US-2018-159205,2018-04-02,second class,DB-12910,42420,149,2
CA-2017-112123,2017-03-08,standard class,BH-11710,19711,740,5
CA-2016-114468,2016-08-23,same day,TD-20995,60440,741,0
CA-2018-135692,2018-05-01,standard class,CV-12805,76106,742,4
CA-2018-131233,2018-04-19,standard class,CS-12355,10024,289,5
US-2018-140074,2018-03-29,standard class,EC-14050,10024,632,6
CA-2017-103037,2017-07-29,standard class,KH-16630,77070,160,4
CA-2017-121671,2017-07-22,standard class,AA-10480,65807,564,5
CA-2017-150350,2017-08-30,standard class,MS-17770,98105,729,7
CA-2016-121720,2016-06-12,first class,JE-15610,33801,732,1
CA-2018-149895,2018-09-12,standard class,EB-14110,19134,743,4
CA-2018-147564,2018-10-06,standard class,BP-11155,10011,227,4
CA-2015-136399,2015-12-17,first class,CC-12100,90049,663,1
CA-2015-107916,2015-08-26,first class,JP-15460,11572,744,2
CA-2018-164168,2018-11-18,standard class,LS-16975,75081,80,6
US-2015-122959,2015-12-12,same day,CY-12745,78207,367,0
CA-2018-162572,2018-09-27,second class,RB-19360,45231,114,2
CA-2017-120558,2017-06-10,first class,RD-19810,10035,745,3
US-2015-109036,2015-12-25,standard class,KH-16510,98103,349,5
CA-2016-147830,2016-12-18,first class,NF-18385,43055,146,3
CA-2015-128986,2015-08-05,second class,GH-14410,85301,69,2
CA-2016-139584,2016-08-28,standard class,EM-13810,10009,746,4
US-2017-162677,2017-03-27,first class,DB-13210,28540,747,1
US-2015-150924,2015-09-16,second class,PT-19090,77070,216,4
CA-2015-153969,2015-09-25,standard class,HF-14995,94109,125,4
CA-2017-146682,2017-10-31,first class,KW-16435,48911,748,2
